timestamp,plot,sensor_type,value,is_anomaly
2025-12-12 18:59:53.355101+00:00,4,HUMIDITY,42.96856702676523,0
2025-12-12 18:59:53.450964+00:00,4,MOISTURE,58.206652917562714,0
2025-12-12 18:59:53.547532+00:00,1,TEMPERATURE,28.312549530387738,0
2025-12-12 18:59:53.635343+00:00,1,HUMIDITY,45.38713137655426,0
2025-12-12 18:59:53.825871+00:00,1,MOISTURE,53.6149628891052,0
2025-12-12 18:59:53.929541+00:00,2,TEMPERATURE,21.6132942220295,1
2025-12-12 18:59:54.032391+00:00,2,HUMIDITY,45.395284647366886,0
2025-12-12 18:59:54.126352+00:00,2,MOISTURE,51.748055548855774,0
2025-12-12 18:59:54.212209+00:00,3,TEMPERATURE,27.797411529620895,0
2025-12-12 18:59:54.296403+00:00,3,HUMIDITY,46.04789424455026,0
2025-12-12 18:59:54.503054+00:00,3,MOISTURE,66.54106267175467,0
2025-12-12 18:59:54.603916+00:00,4,TEMPERATURE,28.168596596260986,0
2025-12-12 18:59:54.692215+00:00,4,HUMIDITY,43.41108094894311,0
2025-12-12 18:59:54.897268+00:00,4,MOISTURE,58.1117434698386,0
2025-12-12 18:59:55.003573+00:00,1,TEMPERATURE,23.579277130767885,1
2025-12-12 18:59:55.222741+00:00,1,HUMIDITY,45.372806966083196,0
2025-12-12 18:59:55.422757+00:00,1,MOISTURE,53.55609006249093,0
2025-12-12 18:59:55.532723+00:00,2,TEMPERATURE,20.112288439427626,1
2025-12-12 18:59:55.748273+00:00,2,HUMIDITY,45.17104034437986,0
2025-12-12 18:59:55.836579+00:00,2,MOISTURE,51.716971862099335,0
2025-12-12 18:59:55.937046+00:00,3,TEMPERATURE,27.846128392197052,0
2025-12-12 18:59:56.134877+00:00,3,HUMIDITY,46.08786999221898,0
2025-12-12 18:59:56.225209+00:00,3,MOISTURE,66.52305258580196,0
2025-12-12 18:59:56.318518+00:00,4,TEMPERATURE,28.118973517509662,0
2025-12-12 18:59:56.418848+00:00,4,HUMIDITY,43.31654065651051,0
2025-12-12 18:59:56.525758+00:00,4,MOISTURE,58.05093880432471,0
2025-12-12 18:59:56.630905+00:00,1,TEMPERATURE,19.28426337641583,1
2025-12-12 18:59:56.741409+00:00,1,HUMIDITY,45.60114661192375,0
2025-12-12 18:59:56.827577+00:00,1,MOISTURE,53.55458318250365,0
2025-12-12 18:59:57.030182+00:00,2,TEMPERATURE,20.95489233457393,1
2025-12-12 18:59:57.237667+00:00,2,HUMIDITY,45.244305162910216,0
2025-12-12 18:59:57.437201+00:00,2,MOISTURE,51.64088996196246,0
2025-12-12 18:59:57.541650+00:00,3,TEMPERATURE,27.9280854960084,0
2025-12-12 18:59:57.646768+00:00,3,HUMIDITY,45.93583610834886,0
2025-12-12 18:59:57.749525+00:00,3,MOISTURE,71.6463428632122,0
2025-12-12 18:59:57.843816+00:00,4,TEMPERATURE,28.092497049301585,0
2025-12-12 18:59:57.936901+00:00,4,HUMIDITY,43.4447194515069,0
2025-12-12 18:59:58.050376+00:00,4,MOISTURE,58.043611513193426,0
2025-12-12 18:59:58.149996+00:00,1,TEMPERATURE,17.8692824213074,1
2025-12-12 18:59:58.256097+00:00,1,HUMIDITY,45.369035821115595,0
2025-12-12 18:59:58.347525+00:00,1,MOISTURE,53.637640706241285,0
2025-12-12 18:59:58.438553+00:00,2,TEMPERATURE,21.721791200685498,1
2025-12-12 18:59:58.551787+00:00,2,HUMIDITY,45.38433415183391,0
2025-12-12 18:59:58.749683+00:00,2,MOISTURE,51.6198204876028,0
2025-12-12 18:59:58.849362+00:00,3,TEMPERATURE,27.882769442682257,0
2025-12-12 18:59:58.941896+00:00,3,HUMIDITY,45.67598178511968,0
2025-12-12 18:59:59.035547+00:00,3,MOISTURE,71.63515585823966,0
2025-12-12 18:59:59.140423+00:00,4,TEMPERATURE,28.146800327600044,0
2025-12-12 18:59:59.324601+00:00,4,HUMIDITY,43.40747085693902,0
2025-12-12 18:59:59.416771+00:00,4,MOISTURE,58.06452557018357,0
2025-12-12 18:59:59.522696+00:00,1,TEMPERATURE,18.815151528579662,1
2025-12-12 18:59:59.627211+00:00,1,HUMIDITY,45.40056738383531,0
2025-12-12 18:59:59.837564+00:00,1,MOISTURE,53.549937961956175,0
2025-12-12 19:00:00.037353+00:00,2,TEMPERATURE,22.328989740620088,1
2025-12-12 19:00:00.256586+00:00,2,HUMIDITY,45.38341560226673,0
2025-12-12 19:00:00.345530+00:00,2,MOISTURE,51.643746822259466,0
2025-12-12 19:00:00.451307+00:00,3,TEMPERATURE,27.945986896177523,0
2025-12-12 19:00:00.638018+00:00,3,HUMIDITY,45.5375313745197,0
2025-12-12 19:00:00.724724+00:00,3,MOISTURE,71.70782782859305,0
2025-12-12 19:00:00.820664+00:00,4,TEMPERATURE,28.10465810513225,0
2025-12-12 19:00:00.902695+00:00,4,HUMIDITY,43.39021616658805,0
2025-12-12 19:00:01.000168+00:00,4,MOISTURE,58.024976172666555,0
2025-12-12 19:00:01.102366+00:00,1,TEMPERATURE,19.93150731047929,1
2025-12-12 19:00:01.311695+00:00,1,HUMIDITY,45.624045097038554,0
2025-12-12 19:00:01.394303+00:00,1,MOISTURE,53.845107429175975,0
2025-12-12 19:00:01.490004+00:00,2,TEMPERATURE,22.881488445150623,1
2025-12-12 19:00:01.602764+00:00,2,HUMIDITY,45.612738073266186,0
2025-12-12 19:00:01.689709+00:00,2,MOISTURE,51.6678297495405,0
2025-12-12 19:00:01.787259+00:00,3,TEMPERATURE,27.985537124246136,0
2025-12-12 19:00:01.875508+00:00,3,HUMIDITY,45.392095597331156,0
2025-12-12 19:00:02.075760+00:00,3,MOISTURE,71.6117591923187,0
2025-12-12 19:00:02.168984+00:00,4,TEMPERATURE,28.032333377395755,0
2025-12-12 19:00:02.368784+00:00,4,HUMIDITY,43.48016354254197,0
2025-12-12 19:00:02.460765+00:00,4,MOISTURE,57.973060588591416,0
2025-12-12 19:00:02.602740+00:00,1,TEMPERATURE,20.930013923732137,1
2025-12-12 19:00:02.715372+00:00,1,HUMIDITY,46.04438587076568,0
2025-12-12 19:00:02.799777+00:00,1,MOISTURE,54.031719114333576,1
2025-12-12 19:00:03.010948+00:00,2,TEMPERATURE,23.33948091996608,1
2025-12-12 19:00:03.218550+00:00,2,HUMIDITY,45.604825974313236,0
2025-12-12 19:00:03.302596+00:00,2,MOISTURE,51.70821896184063,0
2025-12-12 19:00:03.402380+00:00,3,TEMPERATURE,27.98681381147879,0
2025-12-12 19:00:03.609257+00:00,3,HUMIDITY,45.35155089514006,0
2025-12-12 19:00:03.708183+00:00,3,MOISTURE,71.66303084037928,0
2025-12-12 19:00:03.795555+00:00,4,TEMPERATURE,27.99603569636667,0
2025-12-12 19:00:03.888547+00:00,4,HUMIDITY,43.42308893738547,0
2025-12-12 19:00:03.978220+00:00,4,MOISTURE,58.03481137857632,0
2025-12-12 19:00:04.091915+00:00,1,TEMPERATURE,21.604851599298232,1
2025-12-12 19:00:04.200645+00:00,1,HUMIDITY,46.22676702266336,0
2025-12-12 19:00:04.399848+00:00,1,MOISTURE,53.923064677807766,0
2025-12-12 19:00:04.501526+00:00,2,TEMPERATURE,23.856644903295926,1
2025-12-12 19:00:04.607435+00:00,2,HUMIDITY,45.74706436291055,0
2025-12-12 19:00:04.702218+00:00,2,MOISTURE,51.69819176874345,0
2025-12-12 19:00:04.801828+00:00,3,TEMPERATURE,27.993559872065564,0
2025-12-12 19:00:05.002080+00:00,3,HUMIDITY,45.228903448869865,0
2025-12-12 19:00:05.099175+00:00,3,MOISTURE,71.6242727779921,0
2025-12-12 19:00:05.202403+00:00,4,TEMPERATURE,27.995978122136027,0
2025-12-12 19:00:05.292079+00:00,4,HUMIDITY,43.605368997203094,0
2025-12-12 19:00:05.374781+00:00,4,MOISTURE,58.11757622921202,0
2025-12-12 19:00:05.473616+00:00,1,TEMPERATURE,22.256049675931525,1
2025-12-12 19:00:05.681681+00:00,1,HUMIDITY,46.19774174320453,0
2025-12-12 19:00:05.868649+00:00,1,MOISTURE,53.9234993670745,0
2025-12-12 19:00:05.964673+00:00,2,TEMPERATURE,24.267335158216994,1
2025-12-12 19:00:06.163959+00:00,2,HUMIDITY,45.434105403672646,0
2025-12-12 19:00:06.364871+00:00,2,MOISTURE,51.70369962472917,0
2025-12-12 19:00:06.462467+00:00,3,TEMPERATURE,27.953461681203088,0
2025-12-12 19:00:06.552963+00:00,3,HUMIDITY,45.29669775949491,0
2025-12-12 19:00:06.655413+00:00,3,MOISTURE,71.69658428948068,0
2025-12-12 19:00:06.747243+00:00,4,TEMPERATURE,28.024765795965624,0
2025-12-12 19:00:06.831471+00:00,4,HUMIDITY,43.77514940384893,0
2025-12-12 19:00:06.918748+00:00,4,MOISTURE,58.03161531790979,0
2025-12-12 19:00:07.021510+00:00,1,TEMPERATURE,22.82390523955453,1
2025-12-12 19:00:07.134209+00:00,1,HUMIDITY,45.91145711929124,0
2025-12-12 19:00:07.224328+00:00,1,MOISTURE,53.98283034182715,0
2025-12-12 19:00:07.326288+00:00,2,TEMPERATURE,24.622061761999188,1
2025-12-12 19:00:07.553760+00:00,2,HUMIDITY,45.43961892477767,0
2025-12-12 19:00:07.651344+00:00,2,MOISTURE,51.64443461181145,0
2025-12-12 19:00:07.747267+00:00,3,TEMPERATURE,27.962211603873378,0
2025-12-12 19:00:07.839650+00:00,3,HUMIDITY,45.54143202510431,0
2025-12-12 19:00:07.933087+00:00,3,MOISTURE,71.63097013955756,0
2025-12-12 19:00:08.028259+00:00,4,TEMPERATURE,28.058342874664486,0
2025-12-12 19:00:08.134382+00:00,4,HUMIDITY,44.09776158285439,0
2025-12-12 19:00:08.364065+00:00,4,MOISTURE,58.08937804983165,0
2025-12-12 19:00:08.590369+00:00,1,TEMPERATURE,23.270122584925375,1
2025-12-12 19:00:08.704029+00:00,1,HUMIDITY,45.845041669834025,0
2025-12-12 19:00:08.830161+00:00,1,MOISTURE,53.95408670817353,0
2025-12-12 19:00:08.923776+00:00,2,TEMPERATURE,24.887051157221794,1
2025-12-12 19:00:09.154386+00:00,2,HUMIDITY,45.592914226398584,0
2025-12-12 19:00:09.380678+00:00,2,MOISTURE,51.674193743150354,0
2025-12-12 19:00:09.495310+00:00,3,TEMPERATURE,28.007350316774453,0
2025-12-12 19:00:09.582240+00:00,3,HUMIDITY,45.58546322519041,0
2025-12-12 19:00:09.668072+00:00,3,MOISTURE,71.68665787718011,0
2025-12-12 19:00:09.753351+00:00,4,TEMPERATURE,28.04683425896152,0
2025-12-12 19:00:09.953471+00:00,4,HUMIDITY,44.431201340925185,0
2025-12-12 19:00:10.053689+00:00,4,MOISTURE,58.01933560935827,0
2025-12-12 19:00:10.162380+00:00,1,TEMPERATURE,23.75197170393858,1
2025-12-12 19:00:10.260211+00:00,1,HUMIDITY,45.96768562731659,0
2025-12-12 19:00:10.455165+00:00,1,MOISTURE,53.8453928741762,0
2025-12-12 19:00:10.557250+00:00,2,TEMPERATURE,25.20177564006893,1
2025-12-12 19:00:10.766607+00:00,2,HUMIDITY,45.4819866150962,0
2025-12-12 19:00:10.856774+00:00,2,MOISTURE,51.75466835594888,0
2025-12-12 19:00:10.952861+00:00,3,TEMPERATURE,28.05264768898312,0
2025-12-12 19:00:11.206374+00:00,3,HUMIDITY,45.469108231104386,0
2025-12-12 19:00:11.333990+00:00,3,MOISTURE,71.6858424789389,0
2025-12-12 19:00:11.432962+00:00,4,TEMPERATURE,28.043339002078206,0
2025-12-12 19:00:11.517399+00:00,4,HUMIDITY,44.52883929452696,0
2025-12-12 19:00:11.607448+00:00,4,MOISTURE,58.060177870337796,0
2025-12-12 19:00:11.701316+00:00,1,TEMPERATURE,24.17388982118394,1
2025-12-12 19:00:11.922517+00:00,1,HUMIDITY,45.70329491778601,0
2025-12-12 19:00:12.117844+00:00,1,MOISTURE,53.85494006324042,0
2025-12-12 19:00:12.303713+00:00,2,TEMPERATURE,25.44488232257921,1
2025-12-12 19:00:12.428976+00:00,2,HUMIDITY,45.60602439924388,0
2025-12-12 19:00:12.521323+00:00,2,MOISTURE,51.75003765042698,0
2025-12-12 19:00:12.647161+00:00,3,TEMPERATURE,28.036100138883363,0
2025-12-12 19:00:12.862387+00:00,3,HUMIDITY,45.38047635221503,0
2025-12-12 19:00:12.952800+00:00,3,MOISTURE,71.74185677283461,0
2025-12-12 19:00:13.060027+00:00,4,TEMPERATURE,27.957077182356226,0
2025-12-12 19:00:13.160534+00:00,4,HUMIDITY,44.66530300748717,0
2025-12-12 19:00:13.359987+00:00,4,MOISTURE,58.11210741543373,0
2025-12-12 19:00:13.467396+00:00,1,TEMPERATURE,24.48473443772699,1
2025-12-12 19:00:13.568675+00:00,1,HUMIDITY,45.82861093102893,0
2025-12-12 19:00:13.661659+00:00,1,MOISTURE,53.75722366512154,0
2025-12-12 19:00:13.758530+00:00,2,TEMPERATURE,25.73102508072529,1
2025-12-12 19:00:13.857563+00:00,2,HUMIDITY,45.71443893806923,0
2025-12-12 19:00:13.937714+00:00,2,MOISTURE,51.78574130022896,0
2025-12-12 19:00:14.133057+00:00,3,TEMPERATURE,28.001114051444553,0
2025-12-12 19:00:14.215815+00:00,3,HUMIDITY,45.44401246034621,0
2025-12-12 19:00:14.316471+00:00,3,MOISTURE,71.75569660258283,0
2025-12-12 19:00:14.408305+00:00,4,TEMPERATURE,27.954288713933177,0
2025-12-12 19:00:14.499260+00:00,4,HUMIDITY,44.86731021470135,0
2025-12-12 19:00:14.590681+00:00,4,MOISTURE,58.03228565384787,0
2025-12-12 19:00:14.691840+00:00,1,TEMPERATURE,24.82404812556704,1
2025-12-12 19:00:14.921043+00:00,1,HUMIDITY,45.79049859957411,0
2025-12-12 19:00:15.007079+00:00,1,MOISTURE,53.64245368173687,0
2025-12-12 19:00:15.099424+00:00,2,TEMPERATURE,25.924255218097496,1
2025-12-12 19:00:15.207842+00:00,2,HUMIDITY,49.85061981838842,0
2025-12-12 19:00:15.400845+00:00,2,MOISTURE,51.71502692559059,0
2025-12-12 19:00:15.496148+00:00,3,TEMPERATURE,27.92989003623134,0
2025-12-12 19:00:15.587992+00:00,3,HUMIDITY,45.23230874845252,0
2025-12-12 19:00:15.789538+00:00,3,MOISTURE,71.78229475401855,0
2025-12-12 19:00:15.876236+00:00,4,TEMPERATURE,27.88787915308508,0
2025-12-12 19:00:15.961728+00:00,4,HUMIDITY,45.126849948116885,0
2025-12-12 19:00:16.050770+00:00,4,MOISTURE,58.04365323488632,0
2025-12-12 19:00:16.141378+00:00,1,TEMPERATURE,25.242965821186484,1
2025-12-12 19:00:16.235126+00:00,1,HUMIDITY,46.05305161632461,0
2025-12-12 19:00:16.439301+00:00,1,MOISTURE,53.82503887345748,0
2025-12-12 19:00:16.534611+00:00,2,TEMPERATURE,26.1357269218427,1
2025-12-12 19:00:16.629269+00:00,2,HUMIDITY,55.95534393387736,1
2025-12-12 19:00:16.717202+00:00,2,MOISTURE,51.67632500198616,0
2025-12-12 19:00:16.804791+00:00,3,TEMPERATURE,27.989644951248852,0
2025-12-12 19:00:16.904584+00:00,3,HUMIDITY,45.46877161561186,0
2025-12-12 19:00:17.107946+00:00,3,MOISTURE,71.70622741190995,0
2025-12-12 19:00:17.303492+00:00,4,TEMPERATURE,27.881847044598466,0
2025-12-12 19:00:17.500742+00:00,4,HUMIDITY,44.95319003107061,0
2025-12-12 19:00:17.594224+00:00,4,MOISTURE,58.02882925305029,0
2025-12-12 19:00:17.696669+00:00,1,TEMPERATURE,25.72252092501975,1
2025-12-12 19:00:17.790992+00:00,1,HUMIDITY,45.89778098115359,0
2025-12-12 19:00:17.883150+00:00,1,MOISTURE,53.83750493431729,0
2025-12-12 19:00:17.991188+00:00,2,TEMPERATURE,26.336407694586914,1
2025-12-12 19:00:18.101679+00:00,2,HUMIDITY,54.705567975481614,0
2025-12-12 19:00:18.201685+00:00,2,MOISTURE,51.71873685807898,0
2025-12-12 19:00:18.428481+00:00,3,TEMPERATURE,27.973062890955745,0
2025-12-12 19:00:18.514308+00:00,3,HUMIDITY,45.64362985367629,0
2025-12-12 19:00:18.607590+00:00,3,MOISTURE,71.77746416238585,0
2025-12-12 19:00:18.707383+00:00,4,TEMPERATURE,27.895930857451262,0
2025-12-12 19:00:18.913701+00:00,4,HUMIDITY,45.06741613138348,0
2025-12-12 19:00:19.119960+00:00,4,MOISTURE,58.09845225705321,0
2025-12-12 19:00:19.225798+00:00,1,TEMPERATURE,25.90961735346057,1
2025-12-12 19:00:19.342948+00:00,1,HUMIDITY,46.091803025842644,0
2025-12-12 19:00:19.448698+00:00,1,MOISTURE,53.74817741238596,0
2025-12-12 19:00:19.684202+00:00,2,TEMPERATURE,26.474907763664334,1
2025-12-12 19:00:19.834311+00:00,2,HUMIDITY,53.6732393034685,0
2025-12-12 19:00:19.923685+00:00,2,MOISTURE,51.63437958467238,0
2025-12-12 19:00:20.044390+00:00,3,TEMPERATURE,27.891368091720008,0
2025-12-12 19:00:20.234584+00:00,3,HUMIDITY,45.89378963674159,0
2025-12-12 19:00:20.328544+00:00,3,MOISTURE,71.69081161177608,0
2025-12-12 19:00:20.412505+00:00,4,TEMPERATURE,27.85121634021535,0
2025-12-12 19:00:20.508105+00:00,4,HUMIDITY,45.26954828688691,0
2025-12-12 19:00:20.594605+00:00,4,MOISTURE,58.16344574997619,0
2025-12-12 19:00:20.811245+00:00,1,TEMPERATURE,26.0898324079413,1
2025-12-12 19:00:20.927022+00:00,1,HUMIDITY,46.13976268232117,0
2025-12-12 19:00:21.028069+00:00,1,MOISTURE,53.77722595568785,0
2025-12-12 19:00:21.234283+00:00,2,TEMPERATURE,26.596068716675198,1
2025-12-12 19:00:21.335612+00:00,2,HUMIDITY,52.67291013732593,0
2025-12-12 19:00:21.418714+00:00,2,MOISTURE,51.62470045352468,0
2025-12-12 19:00:21.529124+00:00,3,TEMPERATURE,27.823477453118702,0
2025-12-12 19:00:21.618202+00:00,3,HUMIDITY,45.94538938083303,0
2025-12-12 19:00:21.714903+00:00,3,MOISTURE,71.63289756655473,0
2025-12-12 19:00:21.807799+00:00,4,TEMPERATURE,27.803363351205487,0
2025-12-12 19:00:21.914414+00:00,4,HUMIDITY,45.345798222997146,0
2025-12-12 19:00:22.011158+00:00,4,MOISTURE,58.13917584735724,0
2025-12-12 19:00:22.112331+00:00,1,TEMPERATURE,26.15424332710844,1
2025-12-12 19:00:22.222412+00:00,1,HUMIDITY,26.15424332710844,1
2025-12-12 19:00:22.308688+00:00,1,MOISTURE,26.15424332710844,0
2025-12-12 19:00:22.401584+00:00,2,TEMPERATURE,26.655698469824305,1
2025-12-12 19:00:22.501161+00:00,2,HUMIDITY,51.97829035686826,0
2025-12-12 19:00:22.583779+00:00,2,MOISTURE,51.51656101598011,0
2025-12-12 19:00:22.689509+00:00,3,TEMPERATURE,27.764930397366122,0
2025-12-12 19:00:22.768110+00:00,3,HUMIDITY,46.18804119348039,0
2025-12-12 19:00:22.962059+00:00,3,MOISTURE,71.6783662351385,0
2025-12-12 19:00:23.067313+00:00,4,TEMPERATURE,27.777561377316587,0
2025-12-12 19:00:23.162356+00:00,4,HUMIDITY,45.717028721199,0
2025-12-12 19:00:23.266696+00:00,4,MOISTURE,50.990272092822444,0
2025-12-12 19:00:23.476449+00:00,1,TEMPERATURE,26.15424332710844,1
2025-12-12 19:00:23.674586+00:00,1,HUMIDITY,28.02560462945101,1
2025-12-12 19:00:23.777355+00:00,1,MOISTURE,28.038818994397595,1
2025-12-12 19:00:23.874260+00:00,2,TEMPERATURE,26.755340024382836,1
2025-12-12 19:00:24.096912+00:00,2,HUMIDITY,51.30165155949368,0
2025-12-12 19:00:24.199064+00:00,2,MOISTURE,51.56330050326408,0
2025-12-12 19:00:24.403588+00:00,3,TEMPERATURE,27.658283033930797,0
2025-12-12 19:00:24.501438+00:00,3,HUMIDITY,46.549342592442414,0
2025-12-12 19:00:24.591062+00:00,3,MOISTURE,71.66294289346982,0
2025-12-12 19:00:24.696133+00:00,4,TEMPERATURE,27.765633069952464,0
2025-12-12 19:00:24.786358+00:00,4,HUMIDITY,45.89525591709973,0
2025-12-12 19:00:24.884196+00:00,4,MOISTURE,44.5615653630659,0
2025-12-12 19:00:24.986135+00:00,1,TEMPERATURE,26.229381748422593,1
2025-12-12 19:00:25.095900+00:00,1,HUMIDITY,30.110078803569884,1
2025-12-12 19:00:25.182539+00:00,1,MOISTURE,29.734937094957836,1
2025-12-12 19:00:25.286389+00:00,2,TEMPERATURE,26.787349698802785,1
2025-12-12 19:00:25.395010+00:00,2,HUMIDITY,51.1618795099546,0
2025-12-12 19:00:25.483041+00:00,2,MOISTURE,51.45213011027092,0
2025-12-12 19:00:25.579519+00:00,3,TEMPERATURE,27.64992998665587,0
2025-12-12 19:00:25.785344+00:00,3,HUMIDITY,46.82331127952523,0
2025-12-12 19:00:25.867193+00:00,3,MOISTURE,71.70508015546173,0
2025-12-12 19:00:25.953297+00:00,4,TEMPERATURE,27.73482645612752,0
2025-12-12 19:00:26.047340+00:00,4,HUMIDITY,46.057888694762106,0
2025-12-12 19:00:26.232031+00:00,4,MOISTURE,44.605408826759316,0
2025-12-12 19:00:26.337603+00:00,1,TEMPERATURE,26.38287832093458,1
2025-12-12 19:00:26.542214+00:00,1,HUMIDITY,31.63441351404306,1
2025-12-12 19:00:26.638022+00:00,1,MOISTURE,31.26144338546205,1
2025-12-12 19:00:26.742331+00:00,2,TEMPERATURE,26.845870394587784,1
2025-12-12 19:00:26.965000+00:00,2,HUMIDITY,51.037771525883684,0
2025-12-12 19:00:27.057119+00:00,2,MOISTURE,51.458536449668316,0
2025-12-12 19:00:27.146730+00:00,3,TEMPERATURE,27.618316918555976,0
2025-12-12 19:00:27.348548+00:00,3,HUMIDITY,46.577370151762466,0
2025-12-12 19:00:27.440187+00:00,3,MOISTURE,71.74872068225665,0
2025-12-12 19:00:27.529843+00:00,4,TEMPERATURE,27.73071349089231,0
2025-12-12 19:00:27.631700+00:00,4,HUMIDITY,46.061965926776516,0
2025-12-12 19:00:27.730119+00:00,4,MOISTURE,44.696129949744694,1
2025-12-12 19:00:27.845739+00:00,1,TEMPERATURE,26.50684602735173,1
2025-12-12 19:00:27.948165+00:00,1,HUMIDITY,32.932434148627024,1
2025-12-12 19:00:28.078211+00:00,1,MOISTURE,32.63529904691585,1
2025-12-12 19:00:28.177548+00:00,2,TEMPERATURE,26.859072545797048,0
2025-12-12 19:00:28.285404+00:00,2,HUMIDITY,50.739485374783754,0
2025-12-12 19:00:28.402379+00:00,2,MOISTURE,51.47033578838113,0
2025-12-12 19:00:28.524100+00:00,3,TEMPERATURE,27.576697624532713,0
2025-12-12 19:00:28.756773+00:00,3,HUMIDITY,46.69652891567476,0
2025-12-12 19:00:28.876491+00:00,3,MOISTURE,71.78835403920432,0
2025-12-12 19:00:29.069477+00:00,4,TEMPERATURE,27.688647295046263,0
2025-12-12 19:00:29.159624+00:00,4,HUMIDITY,46.27086927800057,0
2025-12-12 19:00:29.353276+00:00,4,MOISTURE,44.726516954770226,0
